credit_score,monthly_income,max_rent,employment_years,prior_evictions,signed_lease
583,2902,4928,7,0,0
780,11105,5211,0,0,0
843,10736,4663,12,0,0
769,8849,2342,12,0,0
653,6657,2955,4,0,0
601,13159,2829,11,0,0
714,3367,1962,4,0,1
649,16279,5157,7,0,1
582,17655,1757,0,0,1
609,10710,5821,6,0,0
774,2864,2039,6,0,1
700,9967,1202,12,0,0
783,17866,2251,8,0,1
672,14524,2604,1,0,0
826,9071,1356,14,0,1
705,15928,3137,2,0,1
562,3079,1710,3,0,0
572,10174,4604,0,0,0
750,11237,5982,14,0,1
623,16517,2337,6,0,1
620,8968,5114,13,1,0
774,6650,4521,9,0,0
619,15565,5866,2,0,0
816,5539,1914,2,0,0
663,6637,3486,2,0,1
785,16108,3854,7,0,1
764,14736,2190,8,0,1
819,15018,5629,9,0,1
660,2952,3360,12,0,0
807,14653,5657,13,0,0
588,9037,3344,1,0,0
641,16333,3263,9,0,0
702,3881,3803,14,0,1
808,10654,3177,9,0,1
726,3967,1575,0,1,0
833,15939,1941,13,0,1
721,5238,5685,8,0,0
540,10072,3867,5,0,0
695,17227,2440,13,0,1
567,11908,4670,14,0,0
763,9247,3567,8,0,0
501,3380,3443,5,0,0
624,14506,4749,1,0,1
609,5649,1617,0,0,0
585,10776,1806,13,0,0
619,15841,1767,7,0,0
626,10392,1743,2,0,0
754,6644,2083,0,0,1
682,3668,5998,14,0,0
515,14856,2423,7,0,1
561,5629,4093,11,0,0
657,17532,3268,0,0,0
767,6145,4909,7,0,0
534,5026,2986,0,0,0
766,13559,2657,8,0,1
563,6016,3114,13,0,0
549,5867,1277,8,0,0
754,16489,4813,11,0,1
648,9838,2508,12,0,0
824,16386,1847,8,0,0
803,12886,3387,2,0,1
775,6055,1752,3,0,1
671,16657,1481,4,0,0
700,7611,2481,5,0,0
823,9252,3046,8,0,1
534,2945,3687,12,0,0
715,8864,3993,10,0,0
564,6126,4911,11,1,0
507,6516,5399,3,0,0
800,6375,3976,13,0,1
842,7997,2796,13,0,1
831,14029,1679,5,1,0
575,8738,4512,12,0,0
673,2761,4418,0,0,0
546,12540,3163,1,0,0
514,7492,3342,7,0,0
646,15882,5098,3,0,0
525,6525,3272,9,0,1
807,12958,2495,6,0,1
592,16344,2138,3,0,1
731,10783,1961,13,1,0
520,6722,5949,8,0,1
806,6675,2869,8,0,0
537,16635,5062,3,0,1
775,14001,3885,12,0,1
656,11674,5099,14,0,0
678,5943,3131,7,0,0
631,7511,5139,5,0,0
810,13225,2326,0,0,1
847,3193,4497,14,0,0
527,14812,5870,6,0,0
759,10847,2403,0,0,1
575,14280,5335,2,1,0
566,17467,4972,7,0,0
841,4312,1719,14,0,0
693,16341,3483,8,0,1
661,16754,5758,2,0,0
846,16521,1682,0,0,0
756,15868,3677,0,0,1
571,8224,4293,6,0,0
586,14806,1542,4,0,0
761,3907,2662,12,0,1
713,10532,2402,13,0,1
652,11908,2821,0,0,0
709,17072,3598,5,0,1
560,3910,4796,13,0,0
767,5997,4735,5,0,0
761,6872,4077,13,0,1
717,9894,3590,3,0,0
782,15532,4551,6,0,1
635,3051,4113,6,0,0
592,14086,2389,11,0,1
608,11868,3540,8,1,0
740,15426,4780,11,0,1
641,6832,2803,0,0,1
790,3497,4497,4,0,0
736,6576,1797,14,0,1
839,16890,1844,9,0,1
811,8599,5743,2,0,0
676,8055,4102,6,0,0
640,13423,1963,3,1,0
688,16944,2842,3,0,1
548,14629,3497,12,0,0
801,6552,5896,11,0,0
689,7803,3372,0,0,0
635,10618,3360,0,0,0
542,16179,4949,9,0,1
589,8602,4122,1,0,0
794,16009,1779,14,0,1
840,7990,5004,1,0,1
744,11064,3568,0,0,1
691,17808,5132,7,0,0
817,8116,5827,5,0,1
605,4748,4560,5,0,0
809,3348,5907,9,0,1
732,13248,2300,9,0,1
764,16133,2870,8,0,1
843,13014,3420,4,0,1
536,8854,1416,14,0,1
804,11195,1575,3,0,1
540,10570,2809,14,0,0
516,13881,5306,10,0,0
843,11394,5039,5,0,1
776,6125,4139,7,1,0
806,16877,5262,13,0,1
558,2814,2813,0,0,0
682,17623,4879,6,0,1
540,4876,2496,7,0,1
538,11732,5196,8,0,1
691,6878,5986,10,0,0
766,13682,2355,7,0,0
646,10949,3566,6,0,0
832,3074,4091,2,0,1
626,15361,3172,1,0,1
545,17447,1984,14,0,0
544,15830,5692,2,0,0
500,12244,2281,3,0,1
667,17672,3233,3,0,1
607,15210,2814,5,0,1
518,8085,5755,11,0,0
831,7992,3616,6,0,1
571,11449,5841,11,0,0
608,5310,4853,3,0,0
767,10634,1696,9,0,1
739,11796,1704,5,1,0
800,8170,4586,8,0,0
589,10215,3408,13,0,0
602,9067,4416,5,0,0
749,15216,4866,13,1,0
507,5959,2608,2,0,0
652,8617,5564,0,0,0
846,6492,5277,10,0,0
673,10337,2677,9,0,1
842,2703,3597,9,0,1
657,17031,1309,12,0,1
714,5275,4754,4,0,1
676,13024,1849,9,0,1
674,4492,2699,9,0,1
839,4743,1795,2,0,0
837,10998,2178,7,0,1
645,4187,1930,9,0,1
823,6609,1256,14,0,1
660,4360,3443,0,0,1
626,12653,2901,10,1,0
581,7676,2486,1,0,1
646,3222,1311,2,1,0
738,11471,2401,2,0,0
583,16021,2147,11,0,0
612,11220,5321,7,0,0
724,7393,1957,4,0,1
831,2843,4588,7,0,1
742,14478,3041,10,0,1
642,14374,4735,13,0,0
540,7898,3493,14,0,0
757,10900,2304,14,0,1
784,7236,1861,10,0,1
604,5906,2108,5,0,0
701,12003,5817,14,0,0
806,12991,3056,11,0,1
830,14028,3511,1,0,1
765,17106,1989,10,0,1
709,12639,1371,3,0,1
550,3419,5560,8,0,0
617,8319,3186,3,1,0
700,4544,3085,4,0,0
538,2918,1675,4,0,0
527,4249,2249,9,0,0
758,13534,5329,7,0,1
583,9878,3511,5,0,0
654,16176,2361,9,0,0
616,3599,2015,6,0,0
501,5892,4966,5,0,1
592,5272,4122,13,0,0
665,13172,1953,13,0,1
849,16944,5861,13,0,1
795,9284,1661,4,0,1
757,4045,4439,14,0,1
580,3570,3902,4,0,0
767,9022,1280,2,0,1
734,4350,4004,6,0,1
820,15907,2069,12,0,0
810,7553,5894,9,0,0
800,14890,2006,4,0,1
712,5439,3134,6,0,1
561,17689,1903,14,0,0
548,15957,3723,1,0,0
626,12595,3839,8,0,1
722,9694,5782,7,1,0
778,8351,5109,14,0,1
793,9173,2364,4,0,1
783,3178,1819,1,0,0
776,16756,4266,5,0,1
606,3488,1646,7,0,1
645,15893,3537,6,0,0
598,13167,1408,7,0,1
572,12299,3660,3,0,1
621,13561,4642,13,0,1
529,4002,3911,2,0,0
687,4289,3537,6,0,0
787,7781,2491,1,1,0
694,7527,3398,13,0,0
655,3925,2600,4,0,0
671,15849,3855,12,1,0
834,16766,5212,6,0,1
540,9154,1904,0,0,1
562,4940,2025,3,0,0
522,12734,2204,14,0,1
574,9356,4660,1,0,0
547,17329,1576,5,0,1
659,9867,2172,11,0,0
812,11970,5413,0,0,1
617,15990,4276,6,0,1
599,5094,1643,2,0,0
666,7189,1954,11,0,1
789,4936,4804,0,1,0
655,8017,5935,14,0,0
506,14495,3371,7,0,1
695,12897,3905,6,0,0
555,11719,4665,1,0,0
820,8810,3911,6,0,0
692,6039,3607,2,0,0
546,15747,1822,14,0,1
647,17244,2923,12,0,0
774,5983,4522,8,0,0
656,9871,3119,7,0,1
701,4741,2118,4,0,1
625,8878,5415,6,0,0
804,5265,1781,2,0,0
793,11865,5081,0,0,1
563,13922,2886,0,0,0
824,14042,5109,14,0,1
675,7411,3199,10,0,0
615,2903,3911,1,1,0
703,15680,1600,7,0,1
820,13417,4848,0,0,0
530,5882,3828,10,1,0
612,6663,2856,11,1,0
824,10130,1820,4,0,1
843,2587,1446,8,0,1
566,17052,4539,11,0,1
574,16836,4210,8,0,1
544,11850,5919,1,0,0
759,8316,3568,6,0,1
653,7970,5194,10,0,0
654,16975,3039,0,1,0
733,17453,4103,2,0,1
550,8776,5595,5,0,1
805,8239,5698,8,0,1
761,6773,4891,9,0,0
814,13549,5041,1,0,0
624,12073,5548,6,0,1
744,9023,2592,14,1,0
529,7503,4950,3,0,1
621,10538,5455,1,0,0
624,17493,4208,2,0,0
536,17285,5500,5,0,1
669,15373,4538,9,0,0
623,9106,4714,8,0,0
534,15777,1959,7,0,1
586,15919,3968,9,0,0
633,16957,4288,13,0,0
695,4564,3315,10,0,1
773,7815,5428,8,0,1
700,13066,2923,3,0,1
784,2817,4166,11,0,1
576,17644,1629,3,0,1
558,4002,3555,14,0,0
625,8630,3659,8,0,0
608,9919,5392,7,0,0
723,4542,2918,11,0,1
777,7098,2465,14,0,0
567,12714,2508,1,0,1
568,2618,2250,7,0,0
664,3209,4673,0,0,0
804,6057,3449,8,0,0
661,14832,4009,8,0,0
841,15101,4121,12,0,1
808,5750,5876,14,1,0
842,10561,5241,7,0,1
541,11109,3617,10,1,0
608,5103,1732,4,0,0
550,14546,2098,4,0,0
749,3601,3854,12,0,0
840,6921,2669,2,0,0
520,10357,4120,4,0,0
799,14120,2452,3,0,1
638,10677,1969,0,0,1
823,16227,2033,8,0,0
591,8582,3409,14,0,0
779,9158,5849,9,0,1
624,4761,4624,13,0,1
610,10521,2291,3,0,0
638,14861,2396,2,0,0
772,14326,5114,5,0,1
598,16390,2860,0,0,0
751,3008,5854,4,0,1
837,4879,1460,14,0,1
603,13856,3464,6,0,0
713,11379,2385,1,1,0
748,7252,3649,9,1,0
651,16330,4733,8,0,0
749,11984,5570,11,0,1
774,7995,5501,14,0,1
664,14597,4544,5,0,1
840,13767,2066,1,1,0
507,5709,1292,7,0,1
783,9898,4378,7,0,0
504,9243,2551,0,0,1
644,8148,1564,11,0,0
600,7671,4918,0,0,0
663,10390,3124,0,0,0
646,2824,4295,11,0,0
563,15779,3738,3,0,1
590,12685,2496,3,0,0
616,14668,3476,7,0,0
766,15504,1202,0,0,1
809,13462,4692,9,0,0
672,15064,2953,2,0,1
546,13275,2110,10,0,0
639,6057,1506,0,0,0
745,6087,5431,8,0,1
648,2651,5215,9,0,0
745,3454,2638,11,0,0
504,16294,2072,8,0,1
683,6854,2341,6,0,1
519,13063,1865,12,0,0
545,9660,1408,11,0,1
511,15656,2151,14,0,1
569,11883,2257,7,0,1
516,3187,5944,0,0,0
646,11001,5922,4,0,0
653,17638,5820,14,0,1
803,12194,5208,13,0,0
607,5627,3068,1,0,0
735,9263,1971,12,0,1
807,15260,5230,0,0,0
569,14059,1721,2,0,1
682,17296,4555,6,0,0
749,5895,2600,0,0,0
727,11505,4938,10,0,0
601,3345,5543,1,0,0
574,3664,4923,1,1,0
715,15454,4447,3,0,1
702,17097,3058,14,0,0
691,8404,5981,11,0,0
748,16231,5264,2,0,1
741,12459,5881,2,0,0
678,7860,3598,9,0,0
718,2854,1342,4,0,1
581,4372,4051,2,0,1
591,4524,4669,10,0,0
674,5317,4895,6,0,1
738,6332,1917,4,0,1
759,14967,1842,3,0,1
662,10757,4640,11,0,0
547,15607,3748,2,0,1
828,16159,4893,14,0,1
827,14958,1569,11,0,1
615,14782,4850,3,1,0
836,13213,1986,13,0,1
836,5081,2149,14,0,1
724,12082,1721,11,0,1
827,11822,4143,1,0,1
646,4986,1554,0,0,1
562,11526,3535,2,0,0
793,10918,2682,10,0,1
822,14207,2847,1,0,1
824,15229,4245,0,0,1
512,4943,5831,0,0,0
688,11419,3415,1,0,0
786,16392,5916,12,0,1
707,16919,1627,12,0,1
613,14378,3737,8,0,0
521,14314,1744,12,0,0
848,3536,3964,12,0,1
713,12524,4965,4,0,0
670,16636,1858,8,0,0
822,13432,4027,7,0,1
553,11184,3258,12,0,0
797,9935,4527,10,0,0
819,4048,1930,5,0,1
625,11835,3032,0,0,1
776,7565,1608,9,0,1
703,8996,5379,4,0,0
693,17916,4447,11,1,0
668,8683,1333,0,0,0
651,6457,1866,6,0,1
534,5907,1476,9,0,0
683,3139,4507,13,0,0
785,2672,2081,10,1,0
556,8166,3260,7,0,0
721,6854,3282,7,0,0
802,6459,2437,6,0,1
662,11208,3652,1,0,0
518,17565,1358,4,0,0
763,11214,3796,3,0,0
781,12609,5015,4,0,1
612,5386,5574,9,0,0
826,4664,3726,8,0,1
529,17019,1310,14,0,0
634,12621,1741,3,0,1
566,6445,2338,14,0,0
564,7735,4483,14,0,0
791,12901,4810,11,0,1
524,10246,5655,7,0,0
536,14475,4757,7,0,0
500,5090,3619,1,0,0
536,10254,2956,13,0,1
640,7434,4286,5,0,0
731,6576,3506,4,0,0
635,7685,2175,1,0,1
687,3593,1922,11,0,0
627,6380,3770,9,0,1
700,13186,1524,3,0,0
626,9059,2729,6,0,1
756,13271,3145,12,0,1
663,13180,5686,0,0,0
534,5285,3630,14,0,0
693,8565,5311,8,0,0
690,17299,4710,9,0,1
603,9039,2045,11,0,1
522,13450,1767,0,0,0
764,4074,4888,14,1,0
789,8176,3379,11,0,1
759,17230,3219,4,0,1
574,13065,4519,6,0,0
571,10560,3520,7,0,1
758,6490,2846,1,0,0
687,7710,5203,3,0,0
672,7345,5109,1,0,0
789,11785,4620,3,0,1
544,3689,3731,14,1,0
560,5189,1556,5,0,0
582,6595,4281,5,0,0
622,17049,3480,11,0,0
515,4375,5331,12,0,0
565,10268,3660,1,0,0
644,5906,3987,10,0,1
661,12479,5409,3,0,0
733,17204,2397,3,0,1
643,6432,2478,13,0,0
687,12299,1665,0,0,0
821,14440,5200,14,0,0
512,10740,4548,13,0,0
683,15863,2687,1,0,1
610,7908,5797,13,0,0
789,6361,5736,2,0,1
794,16437,1525,12,0,1
714,9906,2965,14,1,0
619,12872,5362,10,0,0
554,13738,1503,4,0,0
526,5333,5779,10,0,1
617,7785,2640,7,0,0
720,12089,1348,14,0,1
730,17208,4234,5,0,1
552,16616,3831,2,0,1
794,10145,1295,5,0,1
820,14518,4655,6,0,1
732,15266,5577,5,0,1
657,11523,3569,9,0,1
768,13389,4667,5,0,0
520,16402,1728,0,0,1
552,7277,3510,2,0,0
774,5235,5875,6,0,0
812,16111,2863,3,1,1
780,10773,4564,11,0,0
713,10778,3541,3,0,1
530,8868,1892,6,0,1
836,12755,5530,8,0,1
682,3321,2151,13,0,0
522,10025,2560,10,0,1
531,2662,1738,12,0,0
573,10277,2019,12,0,1
509,14431,4362,14,0,1
553,17349,5125,1,0,1
551,13089,1471,8,0,1
647,4432,2228,2,0,1
659,13420,4865,5,0,0
513,6035,2442,3,0,0
677,16638,2341,0,0,1
552,8456,1792,8,0,1
834,5946,2805,10,1,0
521,15903,5410,14,1,0
529,17016,4577,5,0,1
690,5290,5271,7,0,0
759,5207,5502,14,0,1
704,10459,4894,14,1,0
558,16670,3550,1,0,1
763,6433,5407,6,0,1
511,5885,2640,5,0,0
618,9136,4826,1,0,0
789,3422,3082,1,0,1
837,10589,4911,3,0,0
747,12867,1384,3,0,0
626,16237,1420,2,0,1
574,12274,4388,7,0,1
703,3064,2293,13,0,0
548,5758,4145,6,0,1
578,13289,3674,1,0,0
740,5000,3815,2,0,1
848,7066,3212,9,0,0
653,11679,3690,8,0,1
773,9381,1800,12,0,1
595,6136,2360,4,0,0
713,8530,5799,1,0,1
793,2723,5513,2,0,0
708,8797,3935,7,0,1
842,17395,3418,3,0,1
587,2850,5907,13,0,0
805,9814,2352,1,0,0
763,4428,1256,1,0,1
824,10243,2404,5,0,1
819,11040,5541,7,0,1
656,14969,1343,6,0,0
655,7232,1567,3,0,0
638,3517,2682,1,0,0
620,4726,1815,8,0,1
564,9706,4838,3,1,0
606,15559,4528,8,0,0
646,17729,4427,4,0,1
636,9670,2788,13,0,0
661,15803,3689,11,0,0
599,8707,4203,14,0,0
837,14816,1898,11,0,1
806,4919,4023,10,0,1
640,8740,2144,10,0,1
582,4393,5081,13,0,0
676,16253,2122,6,0,1
697,7822,2946,11,0,0
611,13732,5320,4,0,1
555,12760,4053,14,0,0
678,10218,2759,1,1,0
685,9378,2283,5,0,1
717,3625,4738,6,0,0
815,5617,1633,13,0,0
716,6661,4126,14,0,0
619,17438,2289,10,0,1
674,6542,4157,12,0,0
522,15922,3812,5,0,0
712,6933,5391,12,0,0
734,12862,4959,13,0,0
512,16516,5463,2,0,1
600,11138,3289,9,0,0
523,5158,3102,7,0,0
510,14054,3767,2,0,1
772,13410,3198,13,0,1
780,5983,4314,4,0,1
593,17450,4194,8,0,1
700,5444,3210,10,0,0
520,15068,3091,4,0,0
839,9710,2030,14,0,1
710,10153,1248,6,0,1
639,11287,5410,10,0,0
792,4486,2378,13,0,0
797,13442,4233,6,0,1
600,3574,1270,4,0,0
803,14661,1266,1,0,0
527,6805,2977,4,1,0
540,14913,3428,6,0,1
802,15279,2989,6,0,1
645,14272,1812,3,0,0
755,5507,3086,0,0,1
726,3469,2822,5,0,1
735,11272,1896,12,0,1
512,5324,2437,14,0,0
709,17093,3606,13,0,1
728,14693,1448,2,0,1
599,3711,1837,10,0,0
530,2729,2149,4,0,0
515,6784,3104,3,0,0
636,16845,4787,14,1,0
828,5685,2311,12,0,0
665,17935,1375,1,0,1
809,17511,1922,11,0,1
599,3001,5042,14,0,0
608,12824,4874,6,0,0
842,2548,3147,13,0,0
672,6066,1902,4,0,1
736,17673,3328,14,0,1
661,5555,2126,13,0,0
715,11380,5433,6,0,1
763,2886,4704,8,0,0
762,3469,3717,3,1,0
791,14152,3597,4,0,1
773,11697,2349,8,0,0
502,17053,4580,12,0,1
527,8320,3078,9,0,1
825,16792,2453,10,1,0
648,5552,2683,13,1,0
527,14109,1509,12,0,1
809,9897,5152,3,0,0
564,4802,4249,4,0,0
520,4783,2764,12,0,0
751,17885,2700,4,0,1
734,12299,1215,7,0,0
726,16577,1805,14,0,1
512,6866,2581,12,1,0
812,2622,4583,14,0,1
548,9299,2094,3,0,1
617,11972,2767,3,0,1
553,6227,1613,12,0,1
637,16232,5320,6,0,1
552,10950,3204,10,0,0
543,11639,1515,4,0,1
802,16882,5866,5,0,1
552,7458,4255,5,0,1
573,3024,3049,11,0,0
545,11579,3153,5,0,0
512,10899,1588,13,0,1
664,14074,3969,9,0,1
601,13486,5739,4,0,0
779,2648,4246,12,1,0
757,10501,3615,12,0,1
836,2937,3589,4,0,0
637,12894,1503,8,0,1
662,6249,1963,12,0,1
610,13853,3173,7,0,1
601,16509,2015,14,0,0
516,14593,2077,3,0,1
767,10686,5998,6,0,0
681,6953,3526,7,0,0
523,13937,3629,11,0,1
528,7836,3260,8,0,0
670,16718,5598,4,0,0
727,7051,2779,2,0,0
687,5323,5455,14,0,1
845,8228,3401,12,0,1
729,15416,4797,3,0,1
820,13962,2403,14,0,0
839,17667,3624,9,0,0
618,11177,5075,5,0,0
655,17368,4023,9,0,0
771,10891,4485,10,0,1
674,15158,3263,4,0,0
603,15801,3179,8,1,0
591,4482,5548,12,0,0
685,9496,4331,10,0,1
782,12163,4292,10,0,0
680,15035,4864,13,0,1
669,15575,3536,2,0,0
686,4811,4814,1,0,1
674,9725,1697,5,0,1
721,14065,5017,12,0,1
732,12770,5843,6,0,0
661,12213,1331,4,0,1
633,16060,2057,0,0,0
723,3104,1720,2,0,1
652,10675,1229,2,0,0
532,14540,4596,11,1,0
554,14034,5804,13,0,0
506,8285,2460,3,1,0
743,12109,2758,13,0,1
812,16608,1215,9,0,1
625,7097,4805,5,0,0
511,10259,2807,4,0,1
515,14567,4717,0,0,0
707,17943,3216,14,1,1
542,10032,4774,5,0,0
634,13625,2943,13,0,1
727,11240,4991,13,0,0
610,16153,4834,8,0,0
806,3338,2288,10,0,1
659,16218,2561,0,0,0
830,16236,4572,7,0,1
763,6315,5673,7,0,1
724,17952,1675,2,0,1
716,3347,2489,14,0,0
544,7209,1528,12,0,1
713,7007,5244,8,0,1
558,9075,3039,10,0,1
631,7273,2386,12,0,1
603,14946,5733,12,0,0
694,16849,4614,10,0,1
656,6968,4736,7,0,1
597,12964,2973,2,0,1
725,7692,3263,9,0,1
704,5820,3044,4,0,0
578,13250,3758,2,1,0
623,7198,2462,4,0,0
717,6811,4491,8,0,0
503,12688,2218,14,0,1
589,6173,2989,11,0,0
603,4064,4724,3,0,0
618,14710,4704,5,0,0
632,4340,2006,2,0,0
811,8558,3866,2,0,0
595,9631,1604,4,0,1
830,13983,1793,7,0,1
642,13579,5149,13,0,1
787,3226,5307,7,0,0
527,11936,4480,2,0,0
777,14152,3412,7,0,1
732,9197,2742,12,0,1
516,14410,1813,10,0,0
558,11757,2068,12,0,1
589,15463,2011,7,0,1
698,17708,3022,2,0,1
525,2782,5377,9,0,1
524,3581,2944,14,0,1
800,6385,3456,12,0,1
838,5381,5242,14,0,0
766,13276,4867,9,0,0
680,17932,1721,1,0,1
567,16696,2725,9,0,1
820,5470,2669,1,1,0
548,11844,3875,8,0,1
674,9485,2713,6,0,1
551,14189,2651,5,0,1
601,3447,5854,6,0,1
715,7260,4630,7,0,0
687,12409,4207,11,0,0
556,15936,4324,0,0,1
546,2566,2953,7,0,1
658,16841,2812,2,0,0
673,11328,4475,2,0,0
741,11005,1755,5,0,0
781,14089,5451,3,0,0
740,3064,3249,3,0,1
504,12293,2024,3,0,1
583,11517,4049,9,0,0
807,17341,4230,8,1,0
747,15893,2281,7,0,1
553,6170,4525,2,0,0
660,11717,1692,0,0,0
725,4751,5964,0,0,1
514,15449,1274,0,0,0
723,3304,4191,3,0,1
560,13143,4560,13,0,1
621,17962,1570,5,0,1
776,7131,5882,3,0,1
545,12083,1528,10,0,1
793,3735,5885,10,0,1
561,9220,2990,2,0,0
585,14724,1976,7,0,1
709,13972,3222,13,0,1
577,9406,5874,7,0,0
701,8516,5516,5,0,0
801,16952,2387,8,0,1
722,15415,2703,11,0,1
721,15536,4491,9,0,1
502,6049,4525,0,0,0
505,14892,1387,12,0,1
592,17330,2414,7,0,0
507,10438,4486,5,0,1
734,6641,4646,0,0,0
607,9466,2309,3,0,0
660,12046,3721,4,0,1
708,7835,5079,6,0,0
739,7577,1730,7,0,1
830,15747,2270,8,0,0
832,8111,4336,11,0,1
549,12528,2162,11,0,1
510,10589,2605,5,0,0
655,5392,4337,9,0,1
569,13188,1716,8,0,1
668,13275,4364,3,0,0
771,13250,2691,7,0,1
567,8077,4889,2,0,0
751,6118,5428,3,0,1
547,4059,5609,9,1,0
683,9183,1790,3,0,1
819,4007,2743,5,0,0
686,14763,4256,14,0,0
589,4563,3406,8,0,0
831,6142,4539,5,0,0
638,4500,3908,0,1,0
588,17078,5229,4,0,1
773,16761,1947,8,0,1
518,15699,2000,4,0,1
810,3794,2697,5,0,0
653,17596,2579,2,0,0
759,6565,1879,7,1,0
607,16590,4970,9,0,0
784,13444,4542,10,0,0
558,10514,2096,12,1,0
624,12445,2746,3,0,1
772,14902,4326,3,0,1
606,4103,1883,10,0,1
798,3822,2495,11,0,0
744,8456,2585,4,0,1
835,17232,2142,13,0,0
746,4941,4480,9,0,1
507,3598,2233,14,0,0
640,7573,3986,8,0,0
507,12197,3433,12,0,1
593,11818,4845,7,0,1
820,10988,2820,6,0,1
538,13741,4735,4,0,1
580,12917,4405,8,0,0
686,17802,4082,8,1,0
583,17150,1370,9,0,1
587,15850,2753,9,0,1
741,15046,5097,1,0,0
841,6287,2795,3,0,0
592,16842,2823,7,0,0
585,4596,5322,12,0,0
543,14301,2291,13,0,1
636,4708,4037,0,0,1
573,8488,1607,12,1,0
535,2675,5369,14,0,0
600,9669,1879,4,0,0
655,15788,1436,7,0,1
754,8514,3974,1,0,0
670,13194,4637,1,0,0
715,14691,4557,12,0,1
669,4167,4077,7,0,1
751,15063,3623,9,0,1
821,13237,5914,11,0,0
554,11367,4347,8,0,0
590,4323,2232,6,0,0
777,7647,4054,7,0,0
600,3856,4140,4,0,0
654,5572,4901,0,0,0
848,5759,5270,3,0,1
640,8699,4332,14,0,1
672,3046,4660,1,0,0
509,7731,3123,2,0,0
727,10465,1833,11,0,1
764,4583,5303,2,0,1
747,4540,2592,8,0,1
746,7034,4646,12,0,0
654,4252,4298,14,0,0
533,12307,1261,9,0,0
628,4349,3669,14,0,1
659,5142,3017,3,0,0
588,4100,1832,1,0,0
592,14088,3798,2,0,1
826,16451,4651,2,0,1
740,6902,2500,13,0,1
822,14297,3853,6,0,1
616,6299,2654,7,1,0
593,3118,2338,12,0,0
662,3632,4392,10,0,0
598,7991,5820,12,0,0
612,17192,3410,5,0,1
590,17016,4959,3,0,1
845,16167,4229,5,0,1
705,8295,2560,12,0,1
516,12807,3626,10,0,1
773,13031,5468,0,0,1
672,13431,1263,12,0,1
615,14968,2545,9,0,1
848,10133,2174,7,1,0
680,17269,5361,0,0,1
590,3987,4828,14,0,0
581,10348,2822,4,0,1
823,7509,1657,1,0,1
613,12249,4530,14,0,0
756,4613,2940,5,0,1
557,3544,4226,8,0,0
653,16423,3154,4,0,1
615,4931,1479,3,1,0
842,10479,3591,13,0,1
765,16426,2240,1,0,1
814,4082,2161,11,0,0
702,16874,5045,2,0,1
540,3808,2417,5,0,0
604,7417,4420,7,1,0
692,11293,1574,13,0,0
777,4120,5330,7,0,1
736,15572,2592,4,0,1
720,10003,3276,4,0,1
567,15999,1974,9,0,1
696,7266,5516,13,0,0
755,7862,4624,12,0,0
638,7692,3323,2,0,0
811,9122,5789,14,0,0
648,8593,4793,6,0,1
598,9204,1479,14,0,0
575,2600,4011,12,0,0
781,9157,3542,5,1,0
608,8375,2674,14,0,1
687,6771,3057,0,0,0
698,2737,4089,3,0,0
802,17745,2259,5,0,1
826,9726,3122,10,0,0
653,10532,4999,5,0,0
539,7718,5792,10,0,0
632,6525,3673,13,0,1
631,13610,5339,14,1,0
778,8573,3051,11,0,0
583,5042,4741,11,0,0
741,17782,5749,2,0,1
615,12695,1794,5,0,1
608,4037,1706,11,0,0
720,3254,1220,9,0,1
540,14060,2599,5,0,1
646,12950,4401,11,0,0
611,15934,3661,8,0,0
602,9896,4878,8,0,0
545,14357,1536,1,0,1
823,10323,2867,3,0,1
770,8007,4776,8,1,0
694,6735,2109,14,0,1
779,3040,1475,13,0,1
782,8010,2091,12,0,1
539,10961,1212,3,0,0
688,10426,5257,7,0,0
663,7631,4225,9,0,0
523,16678,2173,11,0,1
523,14152,5470,2,0,0
503,14100,5170,2,0,0
822,11197,2608,8,0,1
789,3629,3143,10,0,0
680,12771,3488,9,0,1
747,5645,1746,7,0,1
615,13934,2418,0,0,0
778,16660,2620,9,0,1
568,15880,2654,13,0,0
753,15600,4577,1,0,1
680,11053,3972,2,0,0
817,6220,5298,13,0,1
668,12148,3938,10,1,0
812,15716,4947,1,0,1
748,6567,3042,2,0,0
687,6695,1946,7,0,0
553,12373,4016,10,0,1
825,16844,2071,10,0,1
812,17532,1694,11,0,1
637,11744,4644,13,0,0
667,9781,5923,5,0,0
602,5009,2275,14,0,0
584,7516,5194,13,0,0
816,9033,5437,6,0,1
711,7227,1245,9,0,1
502,3181,4256,14,0,0
678,16992,3257,14,0,0
841,17170,1863,12,0,1
802,6432,5868,9,0,0
831,17095,3229,5,0,1
537,12821,3896,0,0,0
738,15541,1839,10,0,1
668,8060,3863,2,0,0
842,6516,3945,12,0,0
813,9839,5602,0,1,0
805,13994,3795,11,0,1
529,3219,4627,14,0,0
689,2574,1594,9,0,0
524,11985,4797,11,0,0
611,12614,3532,8,0,1
705,17461,1529,12,0,1
684,6657,3297,8,0,0
546,15661,1972,4,0,1
727,11011,2845,3,0,1
538,4649,2932,11,0,0
515,12144,5673,8,0,0
521,15661,2987,8,0,1
712,16533,2823,14,0,1
809,17789,2199,2,0,1
648,17090,3048,4,0,0
740,12247,2761,2,0,1
771,9213,1973,9,0,1
558,6707,3003,1,0,1
786,13724,2298,0,0,1
701,9641,3250,11,0,0
531,11152,2798,9,0,0
661,17543,1947,1,0,1
